8;Central;106;20190102;;70841.2;32
10;Central;107;20190102;Dayna Freed;70841.2;16
11;Central;108;20190102;;70841.2;0
12;Central;109;20190102;Jene Satter;70841.2;34
13;Central;110;20190102;;70841.2;18
15;Central;111;20190102;Milly Teston;70841.2;2
16;Central;112;20190102;;70841.2;7
18;Circle;211;20190102;;18857;41
20;Circle;212;20190102;Hyo Krier;18857;25
21;Hammersmith_and_City;309;20190102;;20924.9;9
23;Hammersmith_and_City;310;20190102;;20924.9;43
24;Hammersmith_and_City;311;20190102;;20924.9;48
25;Hammersmith_and_City;312;20190102;Kacey Brewton;20924.9;32
26;Jubilee;409;20190102;;33692.1;16
28;Jubilee;410;20190102;Ramiro Yandell;33692.1;0
29;Jubilee;411;20190102;;33692.1;5
31;Jubilee;412;20190102;;33692.1;39
33;Metropolitan;503;20190102;Brant Logsdon;90856.4;23
34;Metropolitan;504;20190102;;90856.4;7
36;Metropolitan;505;20190102;;90856.4;12
37;Metropolitan;506;20190102;Carin Muldoon;90856.4;46
38;Metropolitan;507;20190102;Misty Mcneese;90856.4;30
39;Metropolitan;508;20190102;;90856.4;14
41;Metropolitan;509;20190102;;90856.4;19
42;Metropolitan;510;20190102;;90856.4;3
43;Metropolitan;511;20190102;Belle Guynn;90856.4;37
44;Metropolitan;512;20190102;;90856.4;21
46;Northen;605;20190102;Lorina Willaims;60918.9;5
47;Northen;606;20190102;;60918.9;39
49;Northen;607;20190102;;60918.9;44
51;Northen;608;20190102;Hang Benefiel;60918.9;28
52;Northen;609;20190102;;60918.9;12
54;Northen;610;20190102;;60918.9;17
55;Northen;611;20190102;;60918.9;1
56;Northen;612;20190102;Felix Dubrey;60918.9;35
57;Picadilly;705;20190102;;65262.3;19
59;Picadilly;706;20190102;Garfield Laverty;65262.3;3
60;Picadilly;707;20190102;;65262.3;8
61;Picadilly;708;20190102;Soraya Lesane;65262.3;42
62;Picadilly;709;20190102;;65262.3;26
64;Picadilly;710;20190102;Kimberlie Ouzts;65262.3;10
65;Picadilly;711;20190102;;65262.3;15
67;Picadilly;712;20190102;;65262.3;49
68;Victoria;811;20190102;Timika Sedor;18933.1;33
69;Victoria;812;20190102;Molly Rodiguez;18933.1;17
70;District;905;20190102;;65368.3;22
72;District;906;20190102;;65368.3;6
73;District;907;20190102;;65368.3;40
74;District;908;20190102;Bruna Pogue;65368.3;24
75;District;909;20190102;;65368.3;29
77;District;910;20190102;Edythe Defrancisco;65368.3;13
78;District;911;20190102;;65368.3;47
80;District;912;20190102;;65368.3;2
1;Bakerloo;9;20190103;Malcolm Maugeri;22861.6;31
2;Bakerloo;10;20190103;Justine Doubleday;22861.6;15
3;Bakerloo;11;20190103;;22861.6;49
5;Bakerloo;12;20190103;;22861.6;33
6;Central;105;20190103;Brooks Owsley;70841.2;46
7;Central;106;20190103;Edythe Defrancisco;70841.2;30
8;Central;107;20190103;;70841.2;14
10;Central;108;20190103;Dina Perdomo;70841.2;48
11;Central;109;20190103;;70841.2;11
13;Central;110;20190103;;70841.2;45
15;Central;111;20190103;Mable Songer;70841.2;8
16;Central;112;20190103;;70841.2;42
18;Circle;211;20190103;;18857;26
19;Circle;212;20190103;Rebecca Haveman;18857;10
20;Hammersmith_and_City;309;20190103;Dayna Freed;20924.9;44
21;Hammersmith_and_City;310;20190103;;20924.9;28
23;Hammersmith_and_City;311;20190103;;20924.9;41
24;Hammersmith_and_City;312;20190103;;20924.9;25
25;Jubilee;409;20190103;Milly Teston;33692.1;9
26;Jubilee;410;20190103;;33692.1;43
28;Jubilee;411;20190103;Hulda Tharrington;33692.1;27
29;Jubilee;412;20190103;;33692.1;11
31;Metropolitan;503;20190103;;90856.4;45
33;Metropolitan;504;20190103;Mercy Feth;90856.4;29
34;Metropolitan;505;20190103;;90856.4;13
36;Metropolitan;506;20190103;;90856.4;47
37;Metropolitan;507;20190103;Thaddeus Attebery;90856.4;31
38;Metropolitan;508;20190103;Ramiro Yandell;90856.4;15
39;Metropolitan;509;20190103;;90856.4;49
41;Metropolitan;510;20190103;;90856.4;33
42;Metropolitan;511;20190103;;90856.4;17
44;Metropolitan;512;20190103;;90856.4;1
46;Northen;605;20190103;Israel Nunemaker;60918.9;35
47;Northen;606;20190103;;60918.9;19
49;Northen;607;20190103;;60918.9;3
50;Northen;608;20190103;Darcy Oyola;60918.9;8
51;Northen;609;20190103;Temeka Scola;60918.9;42
52;Northen;610;20190103;;60918.9;26
54;Northen;611;20190103;;60918.9;10
55;Northen;612;20190103;;60918.9;44
56;Picadilly;705;20190103;Lorina Willaims;65262.3;28
57;Picadilly;706;20190103;;65262.3;12
59;Picadilly;707;20190103;Hoyt Silvers;65262.3;17
60;Picadilly;708;20190103;;65262.3;1
62;Picadilly;709;20190103;;65262.3;35
64;Picadilly;710;20190103;Clementina Goad;65262.3;19
65;Picadilly;711;20190103;;65262.3;24
67;Picadilly;712;20190103;;65262.3;8
68;Victoria;811;20190103;Jessie Jepson;18933.1;42
69;Victoria;812;20190103;Garfield Laverty;18933.1;47
70;District;905;20190103;;65368.3;31
72;District;906;20190103;;65368.3;36
73;District;907;20190103;;65368.3;20
74;District;908;20190103;Kimberlie Ouzts;65368.3;25
75;District;909;20190103;;65368.3;9
77;District;910;20190103;Anneliese Haman;65368.3;14
78;District;911;20190103;;65368.3;19
80;District;912;20190103;;65368.3;3
1;Bakerloo;9;20190104;Justine Doubleday;22861.6;6
2;Bakerloo;10;20190104;Vilma Alire;22861.6;40
4;Bakerloo;11;20190104;Sheilah Cimmino;22861.6;24
6;Bakerloo;12;20190104;Edythe Defrancisco;22861.6;8
7;Central;105;20190104;Miss Mounce;70841.2;42
9;Central;106;20190104;Dina Perdomo;70841.2;26
10;Central;107;20190104;;70841.2;10
11;Central;108;20190104;;70841.2;15
12;Central;109;20190104;Tien Giel;70841.2;49
14;Central;111;20190104;Mable Songer;70841.2;33
15;Central;112;20190104;Mittie Mingo;70841.2;17
16;Circle;211;20190104;;18857;1
17;Circle;212;20190104;Brynn Shouse;18857;35
19;Hammersmith_and_City;309;20190104;Dayna Freed;20924.9;19
20;Hammersmith_and_City;310;20190104;Charlotte Mickle;20924.9;24
22;Hammersmith_and_City;311;20190104;Ayesha Mcgee;20924.9;8
24;Hammersmith_and_City;312;20190104;;20924.9;42
25;Jubilee;409;20190104;Shalon Medlin;33692.1;26
27;Jubilee;410;20190104;Hulda Tharrington;33692.1;31
28;Jubilee;411;20190104;Lanell Hibner;33692.1;15
29;Jubilee;412;20190104;;33692.1;49
30;Metropolitan;503;20190104;Trinidad Yokoyama;90856.4;33
32;Metropolitan;504;20190104;Mercy Feth;90856.4;17
33;Metropolitan;505;20190104;Lenard Letcher;90856.4;22
35;Metropolitan;506;20190104;Brock Trevino;90856.4;6
37;Metropolitan;507;20190104;Ramiro Yandell;90856.4;40
38;Metropolitan;508;20190104;Inga Ratliff;90856.4;24
40;Metropolitan;509;20190104;Yuko Etter;90856.4;8
41;Metropolitan;510;20190104;;90856.4;42
42;Metropolitan;511;20190104;;90856.4;47
43;Metropolitan;512;20190104;Darcy Oyola;90856.4;31
45;Northen;605;20190104;Israel Nunemaker;60918.9;15
46;Northen;606;20190104;Yuette Stainbrook;60918.9;49
47;Northen;607;20190104;;60918.9;33
48;Northen;608;20190104;Raymond Gahagan;60918.9;38
50;Northen;609;20190104;Temeka Scola;60918.9;22
51;Northen;610;20190104;Ismael Ripple;60918.9;6
53;Northen;611;20190104;Kip Sagucio;60918.9;40
55;Northen;612;20190104;;60918.9;24
56;Picadilly;705;20190104;Bernardine Canales;65262.3;8
58;Picadilly;706;20190104;Hoyt Silvers;65262.3;42
59;Picadilly;707;20190104;Tifany Ashley;65262.3;26
60;Picadilly;708;20190104;;65262.3;10
61;Picadilly;709;20190104;Jessie Jepson;65262.3;15
63;Picadilly;710;20190104;Clementina Goad;65262.3;49
64;Picadilly;711;20190104;Dottie Mauldin;65262.3;33
66;Picadilly;712;20190104;Daisy Parsley;65262.3;17
68;Victoria;811;20190104;Garfield Laverty;18933.1;30
69;Victoria;812;20190104;Gale Chow;18933.1;14
71;District;905;20190104;Corliss Smyre;65368.3;48
72;District;906;20190104;;65368.3;11
73;District;907;20190104;;65368.3;45
74;District;908;20190104;Malcolm Maugeri;65368.3;29
76;District;909;20190104;Anneliese Haman;65368.3;13
77;District;910;20190104;Bess Dazey;65368.3;47
78;District;911;20190104;;65368.3;10
79;District;912;20190104;Shirely Engel;65368.3;44
1;Bakerloo;9;20190105;Brooks Owsley;22861.6;47
2;Bakerloo;10;20190105;Edythe Defrancisco;22861.6;31
3;Bakerloo;11;20190105;;22861.6;15
5;Bakerloo;12;20190105;;22861.6;49
6;Central;105;20190105;Gabriela Marotta;70841.2;33
7;Central;106;20190105;Evelina Provost;70841.2;38
8;Central;107;20190105;;70841.2;22
10;Central;108;20190105;Mable Songer;70841.2;6
11;Central;109;20190105;;70841.2;11
13;Central;110;20190105;;70841.2;45
15;Central;111;20190105;Dayna Freed;70841.2;29
16;Central;112;20190105;;70841.2;34
18;Circle;211;20190105;;18857;18
19;Circle;212;20190105;Clara Kitchin;18857;2
20;Hammersmith_and_City;309;20190105;Milly Teston;20924.9;7
21;Hammersmith_and_City;310;20190105;;20924.9;41
23;Hammersmith_and_City;311;20190105;;20924.9;25
24;Hammersmith_and_City;312;20190105;;20924.9;30
25;Jubilee;409;20190105;Hyo Krier;33692.1;14
26;Jubilee;410;20190105;;33692.1;48
28;Jubilee;411;20190105;Mercy Feth;33692.1;3
29;Jubilee;412;20190105;;33692.1;37
31;Metropolitan;503;20190105;;90856.4;21
33;Metropolitan;504;20190105;Ramiro Yandell;90856.4;26
34;Metropolitan;505;20190105;;90856.4;10
36;Metropolitan;506;20190105;;90856.4;44
37;Metropolitan;507;20190105;Osvaldo Halladay;90856.4;49
38;Metropolitan;508;20190105;Brant Logsdon;90856.4;33
39;Metropolitan;509;20190105;;90856.4;17
41;Metropolitan;510;20190105;;90856.4;22
42;Metropolitan;511;20190105;;90856.4;6
44;Metropolitan;512;20190105;;90856.4;40
46;Northen;605;20190105;Temeka Scola;60918.9;45
47;Northen;606;20190105;;60918.9;29
49;Northen;607;20190105;;60918.9;13
50;Northen;608;20190105;Ellan Kleis;60918.9;47
51;Northen;609;20190105;Lorina Willaims;60918.9;2
52;Northen;610;20190105;;60918.9;36
54;Northen;611;20190105;;60918.9;41
55;Northen;612;20190105;;60918.9;25
56;Picadilly;705;20190105;Hang Benefiel;65262.3;9
57;Picadilly;706;20190105;;65262.3;14
59;Picadilly;707;20190105;Clementina Goad;65262.3;48
60;Picadilly;708;20190105;;65262.3;32
62;Picadilly;709;20190105;;65262.3;37
64;Picadilly;710;20190105;Garfield Laverty;65262.3;21
65;Picadilly;711;20190105;;65262.3;5
67;Picadilly;712;20190105;;65262.3;10
68;Victoria;811;20190105;Hilario Cottle;18933.1;44
69;Victoria;812;20190105;Kimberlie Ouzts;18933.1;28
70;District;905;20190105;;65368.3;33
72;District;906;20190105;;65368.3;17
73;District;907;20190105;;65368.3;1
74;District;908;20190105;Molly Rodiguez;65368.3;6
75;District;909;20190105;;65368.3;40
77;District;910;20190105;Justine Doubleday;65368.3;24
78;District;911;20190105;;65368.3;29
80;District;912;20190105;;65368.3;13
1;Bakerloo;9;20190106;Mittie Mingo;22861.6;13
3;Bakerloo;10;20190106;;22861.6;47
5;Bakerloo;11;20190106;;22861.6;31
6;Bakerloo;12;20190106;Charlotte Mickle;22861.6;15
8;Central;105;20190106;;70841.2;49
9;Central;106;20190106;Chadwick Styles;70841.2;4
10;Central;107;20190106;Trinidad Yokoyama;70841.2;38
11;Central;108;20190106;;70841.2;43
13;Central;109;20190106;;70841.2;27
14;Central;110;20190106;Lanell Hibner;70841.2;32
16;Central;111;20190106;;70841.2;16
18;Central;112;20190106;;70841.2;21
19;Circle;211;20190106;Lenard Letcher;18857;26
21;Circle;212;20190106;;18857;10
22;Hammersmith_and_City;309;20190106;Rosaline Marshal;20924.9;15
23;Hammersmith_and_City;310;20190106;;20924.9;49
24;Hammersmith_and_City;311;20190106;;20924.9;4
26;Hammersmith_and_City;312;20190106;;20924.9;9
27;Jubilee;409;20190106;Hayden Ladwig;33692.1;43
28;Jubilee;410;20190106;Raymond Gahagan;33692.1;48
29;Jubilee;411;20190106;;33692.1;3
31;Jubilee;412;20190106;;33692.1;37
32;Metropolitan;503;20190106;Yuette Stainbrook;90856.4;42
34;Metropolitan;504;20190106;;90856.4;47
36;Metropolitan;505;20190106;;90856.4;31
37;Metropolitan;506;20190106;Ismael Ripple;90856.4;36
39;Metropolitan;507;20190106;;90856.4;41
40;Metropolitan;508;20190106;Bernita Ludlow;90856.4;25
41;Metropolitan;509;20190106;;90856.4;30
42;Metropolitan;510;20190106;;90856.4;14
44;Metropolitan;511;20190106;;90856.4;19
45;Metropolitan;512;20190106;Tifany Ashley;90856.4;24
46;Northen;605;20190106;Daisy Parsley;60918.9;8
47;Northen;606;20190106;;60918.9;13
49;Northen;607;20190106;;60918.9;47
50;Northen;608;20190106;Dottie Mauldin;60918.9;2
52;Northen;609;20190106;;60918.9;7
53;Northen;610;20190106;Soraya Lesane;60918.9;12
54;Northen;611;20190106;;60918.9;46
55;Northen;612;20190106;;60918.9;1
57;Picadilly;705;20190106;;65262.3;35
58;Picadilly;706;20190106;Violeta Lee;65262.3;40
59;Picadilly;707;20190106;Shirely Engel;65262.3;45
60;Picadilly;708;20190106;;65262.3;0
62;Picadilly;709;20190106;;65262.3;34
63;Picadilly;710;20190106;Bess Dazey;65262.3;39
65;Picadilly;711;20190106;;65262.3;44
67;Picadilly;712;20190106;;65262.3;49
68;Victoria;811;20190106;Vilma Alire;18933.1;33
70;Victoria;812;20190106;;18933.1;38
71;District;905;20190106;Delfina Jamieson;65368.3;22
72;District;906;20190106;;65368.3;27
73;District;907;20190106;;65368.3;11
75;District;908;20190106;;65368.3;16
76;District;909;20190106;Pearlene Folger;65368.3;0
77;District;910;20190106;Brynn Shouse;65368.3;5
78;District;911;20190106;;65368.3;10
80;District;912;20190106;;65368.3;15
1;Bakerloo;9;20190107;Garfield Laverty;22861.6;23
2;Bakerloo;10;20190107;Gale Chow;22861.6;7
3;Bakerloo;11;20190107;;22861.6;41
5;Bakerloo;12;20190107;;22861.6;25
6;Central;105;20190107;Kimberlie Ouzts;70841.2;9
7;Central;106;20190107;Malcolm Maugeri;70841.2;14
8;Central;107;20190107;;70841.2;48
10;Central;108;20190107;Bess Dazey;70841.2;3
11;Central;109;20190107;;70841.2;37
13;Central;110;20190107;;70841.2;42
15;Central;111;20190107;Vilma Alire;70841.2;26
16;Central;112;20190107;;70841.2;10
18;Circle;211;20190107;;18857;15
19;Circle;212;20190107;Edythe Defrancisco;18857;49
20;Hammersmith_and_City;309;20190107;Miss Mounce;20924.9;4
21;Hammersmith_and_City;310;20190107;;20924.9;9
23;Hammersmith_and_City;311;20190107;;20924.9;43
24;Hammersmith_and_City;312;20190107;;20924.9;48
26;Jubilee;409;20190107;;33692.1;3
28;Jubilee;410;20190107;Mittie Mingo;33692.1;37
29;Jubilee;411;20190107;;33692.1;42
31;Jubilee;412;20190107;;33692.1;47
32;Metropolitan;503;20190107;Dayna Freed;90856.4;31
33;Metropolitan;504;20190107;Charlotte Mickle;90856.4;36
34;Metropolitan;505;20190107;;90856.4;20
36;Metropolitan;506;20190107;;90856.4;25
37;Metropolitan;507;20190107;Milly Teston;90856.4;30
38;Metropolitan;508;20190107;Shalon Medlin;90856.4;14
39;Metropolitan;509;20190107;;90856.4;19
41;Metropolitan;510;20190107;;90856.4;24
42;Metropolitan;511;20190107;;90856.4;8
44;Metropolitan;512;20190107;;90856.4;13
46;Northen;605;20190107;Lenard Letcher;60918.9;18
47;Northen;606;20190107;;60918.9;23
49;Northen;607;20190107;;60918.9;7
50;Northen;608;20190107;Ramiro Yandell;60918.9;12
51;Northen;609;20190107;Inga Ratliff;60918.9;46
52;Northen;610;20190107;;60918.9;1
54;Northen;611;20190107;;60918.9;6
55;Northen;612;20190107;;60918.9;40
56;Picadilly;705;20190107;Darcy Oyola;65262.3;45
57;Picadilly;706;20190107;;65262.3;0
59;Picadilly;707;20190107;Yuette Stainbrook;65262.3;34
60;Picadilly;708;20190107;;65262.3;39
62;Picadilly;709;20190107;;65262.3;23
63;Picadilly;710;20190107;Temeka Scola;65262.3;28
64;Picadilly;711;20190107;Ismael Ripple;65262.3;33
65;Picadilly;712;20190107;;65262.3;38
67;Victoria;811;20190107;;18933.1;22
68;Victoria;812;20190107;Lorina Willaims;18933.1;27
69;District;905;20190107;Bernardine Canales;65368.3;32
70;District;906;20190107;;65368.3;16
72;District;907;20190107;;65368.3;21
73;District;908;20190107;;65368.3;5
75;District;909;20190107;;65368.3;10
77;District;910;20190107;Dottie Mauldin;65368.3;15
78;District;911;20190107;;65368.3;49
80;District;912;20190107;;65368.3;4
1;Bakerloo;9;20190108;Evelina Provost;22861.6;38
2;Bakerloo;10;20190108;Tien Giel;22861.6;22
3;Bakerloo;11;20190108;;22861.6;6
4;Bakerloo;12;20190108;Mable Songer;22861.6;11
6;Central;105;20190108;Truman Coursey;70841.2;45
7;Central;106;20190108;Clara Kitchin;70841.2;29
9;Central;107;20190108;Dayna Freed;70841.2;34
11;Central;108;20190108;;70841.2;18
12;Central;109;20190108;Milo Kelley;70841.2;23
14;Central;110;20190108;Milly Teston;70841.2;7
16;Central;111;20190108;;70841.2;12
17;Central;112;20190108;Hulda Tharrington;70841.2;46
19;Circle;211;20190108;Hyo Krier;18857;1
20;Circle;212;20190108;Thaddeus Attebery;18857;35
22;Hammersmith_and_City;311;20190108;Mercy Feth;20924.9;19
24;Jubilee;409;20190108;;33692.1;3
25;Jubilee;410;20190108;Osvaldo Halladay;33692.1;37
27;Jubilee;411;20190108;Ramiro Yandell;33692.1;42
29;Jubilee;412;20190108;;33692.1;26
30;Metropolitan;503;20190108;Yuko Etter;90856.4;31
32;Metropolitan;504;20190108;Brant Logsdon;90856.4;15
33;Metropolitan;505;20190108;Darcy Oyola;90856.4;20
34;Metropolitan;506;20190108;;90856.4;4
35;Metropolitan;507;20190108;Israel Nunemaker;90856.4;9
37;Metropolitan;508;20190108;Misty Mcneese;90856.4;43
38;Metropolitan;509;20190108;Ellan Kleis;90856.4;27
40;Metropolitan;510;20190108;Temeka Scola;90856.4;32
42;Metropolitan;511;20190108;;90856.4;16
43;Metropolitan;512;20190108;Noah Tibbles;90856.4;21
45;Northen;607;20190108;Lorina Willaims;60918.9;5
47;Northen;608;20190108;;60918.9;10
48;Northen;609;20190108;Hoyt Silvers;60918.9;44
50;Northen;610;20190108;Hang Benefiel;60918.9;49
51;Northen;611;20190108;Jessie Jepson;60918.9;4
52;Northen;612;20190108;;60918.9;9
53;Picadilly;705;20190108;Clementina Goad;65262.3;43
55;Picadilly;706;20190108;;65262.3;48
56;Picadilly;707;20190108;Hilario Cottle;65262.3;3
58;Picadilly;708;20190108;Garfield Laverty;65262.3;37
60;Picadilly;709;20190108;;65262.3;42
61;Picadilly;710;20190108;Timika Sedor;65262.3;47
63;Picadilly;711;20190108;Kimberlie Ouzts;65262.3;2
64;Picadilly;712;20190108;Malcolm Maugeri;65262.3;36
65;Victoria;811;20190108;;18933.1;41
66;Victoria;812;20190108;Anneliese Haman;18933.1;46
68;District;905;20190108;Molly Rodiguez;65368.3;30
69;District;906;20190108;Brooks Owsley;65368.3;35
71;District;907;20190108;Justine Doubleday;65368.3;40
73;District;908;20190108;;65368.3;24
74;District;909;20190108;Gabriela Marotta;65368.3;29
76;District;910;20190108;Edythe Defrancisco;65368.3;34
78;District;911;20190108;;65368.3;39
79;District;912;20190108;Dina Perdomo;65368.3;23
1;Bakerloo;9;20190109;Lorina Willaims;22861.6;2
2;Bakerloo;10;20190109;Bernardine Canales;22861.6;36
4;Bakerloo;11;20190109;Hoyt Silvers;22861.6;20
6;Bakerloo;12;20190109;Hang Benefiel;22861.6;25
7;Central;105;20190109;Jessie Jepson;70841.2;9
9;Central;106;20190109;Clementina Goad;70841.2;14
10;Central;107;20190109;;70841.2;48
11;Central;108;20190109;;70841.2;3
12;Central;109;20190109;Hilario Cottle;70841.2;37
14;Central;110;20190109;Garfield Laverty;70841.2;21
15;Central;111;20190109;Gale Chow;70841.2;26
17;Central;112;20190109;Corliss Smyre;70841.2;31
19;Circle;211;20190109;Kimberlie Ouzts;18857;36
20;Circle;212;20190109;Malcolm Maugeri;18857;20
22;Hammersmith_and_City;311;20190109;Anneliese Haman;20924.9;25
23;Hammersmith_and_City;312;20190109;;20924.9;30
24;Jubilee;409;20190109;;33692.1;35
25;Jubilee;410;20190109;Brooks Owsley;33692.1;40
27;Jubilee;411;20190109;Justine Doubleday;33692.1;24
28;Jubilee;412;20190109;;33692.1;29
30;Metropolitan;503;20190109;Sheilah Cimmino;90856.4;34
32;Metropolitan;504;20190109;Edythe Defrancisco;90856.4;18
33;Metropolitan;505;20190109;Miss Mounce;90856.4;23
35;Metropolitan;506;20190109;Dina Perdomo;90856.4;28
37;Metropolitan;507;20190109;Evelina Provost;90856.4;33
38;Metropolitan;508;20190109;Tien Giel;90856.4;38
40;Metropolitan;509;20190109;Mable Songer;90856.4;43
41;Metropolitan;510;20190109;;90856.4;48
42;Metropolitan;511;20190109;;90856.4;32
43;Metropolitan;512;20190109;Clara Kitchin;90856.4;37
45;Northen;607;20190109;Dayna Freed;60918.9;42
46;Northen;608;20190109;Charlotte Mickle;60918.9;47
48;Northen;609;20190109;Ayesha Mcgee;60918.9;2
50;Northen;610;20190109;Milly Teston;60918.9;7
51;Northen;611;20190109;Shalon Medlin;60918.9;12
53;Northen;612;20190109;Hulda Tharrington;60918.9;17
54;Picadilly;705;20190109;;65262.3;22
55;Picadilly;706;20190109;;65262.3;6
56;Picadilly;707;20190109;Thaddeus Attebery;65262.3;11
58;Picadilly;708;20190109;Mercy Feth;65262.3;16
59;Picadilly;709;20190109;;65262.3;21
61;Picadilly;710;20190109;Osvaldo Halladay;65262.3;26
63;Picadilly;711;20190109;Ramiro Yandell;65262.3;10
64;Picadilly;712;20190109;Inga Ratliff;65262.3;15
66;Victoria;811;20190109;Yuko Etter;18933.1;20
68;Victoria;812;20190109;Brant Logsdon;18933.1;25
69;District;905;20190109;Darcy Oyola;65368.3;30
71;District;906;20190109;Israel Nunemaker;65368.3;14
72;District;907;20190109;;65368.3;19
73;District;908;20190109;;65368.3;24
74;District;909;20190109;Ellan Kleis;65368.3;29
76;District;910;20190109;Temeka Scola;65368.3;34
77;District;911;20190109;;65368.3;39
79;District;912;20190109;Kip Sagucio;65368.3;44
1;Bakerloo;9;20190110;Daisy Parsley;22861.6;23
3;Bakerloo;10;20190110;;22861.6;36
4;Bakerloo;11;20190110;Hilario Cottle;22861.6;20
6;Bakerloo;12;20190110;Corliss Smyre;22861.6;4
8;Central;105;20190110;;70841.2;38
9;Central;106;20190110;Timika Sedor;70841.2;1
11;Central;107;20190110;;70841.2;6
12;Central;108;20190110;Bess Dazey;70841.2;40
13;Central;109;20190110;;70841.2;24
14;Central;110;20190110;Shirely Engel;70841.2;8
16;Central;111;20190110;;70841.2;13
17;Central;112;20190110;Brooks Owsley;70841.2;47
19;Circle;211;20190110;Sheilah Cimmino;18857;31
21;Circle;212;20190110;;18857;15
22;Hammersmith_and_City;311;20190110;Gabriela Marotta;20924.9;49
24;Hammersmith_and_City;312;20190110;;20924.9;33
26;Jubilee;409;20190110;;33692.1;17
27;Jubilee;410;20190110;Tien Giel;33692.1;1
29;Jubilee;411;20190110;;33692.1;35
30;Jubilee;412;20190110;Rebecca Haveman;33692.1;19
32;Metropolitan;503;20190110;Brynn Shouse;90856.4;24
34;Metropolitan;504;20190110;;90856.4;8
35;Metropolitan;505;20190110;Clara Kitchin;90856.4;42
37;Metropolitan;506;20190110;Ayesha Mcgee;90856.4;26
39;Metropolitan;507;20190110;;90856.4;31
40;Metropolitan;508;20190110;Milo Kelley;90856.4;15
42;Metropolitan;509;20190110;;90856.4;49
43;Metropolitan;510;20190110;Lanell Hibner;90856.4;33
44;Metropolitan;511;20190110;;90856.4;17
45;Metropolitan;512;20190110;Trinidad Yokoyama;90856.4;1
47;Northen;608;20190110;;60918.9;35
48;Northen;609;20190110;Thaddeus Attebery;60918.9;19
50;Northen;610;20190110;Brock Trevino;60918.9;3
52;Northen;611;20190110;;60918.9;37
53;Northen;612;20190110;Osvaldo Halladay;60918.9;21
55;Picadilly;705;20190110;;65262.3;5
57;Picadilly;706;20190110;;65262.3;39
58;Picadilly;707;20190110;Carin Muldoon;65262.3;23
60;Picadilly;708;20190110;;65262.3;36
61;Picadilly;709;20190110;Yuette Stainbrook;65262.3;20
62;Picadilly;710;20190110;;65262.3;4
63;Picadilly;711;20190110;Raymond Gahagan;65262.3;38
65;Picadilly;712;20190110;;65262.3;22
66;Victoria;811;20190110;Ellan Kleis;18933.1;6
68;Victoria;812;20190110;Kip Sagucio;18933.1;40
70;District;905;20190110;;65368.3;24
71;District;906;20190110;Noah Tibbles;65368.3;8
73;District;907;20190110;;65368.3;42
74;District;908;20190110;Tifany Ashley;65368.3;5
75;District;909;20190110;;65368.3;39
76;District;910;20190110;Nobuko Toribio;65368.3;23
78;District;911;20190110;;65368.3;7
79;District;912;20190110;Jessie Jepson;65368.3;41
